Model,TBS2204B
Firmware Version,v1.32.139

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-07
Filter Frequency,2e+08
Record Length,200000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH3
-1.38685e-02,0.149133
-1.38683e-02,0.148438
-1.38682e-02,0.147773
-1.38680e-02,0.146859
-1.38678e-02,0.145766
-1.38677e-02,0.145125
-1.38675e-02,0.144617
-1.38674e-02,0.143938
-1.38672e-02,0.143305
-1.38670e-02,0.142805
-1.38669e-02,0.142406
-1.38667e-02,0.141461
-1.38666e-02,0.140633
-1.38664e-02,0.14043
-1.38662e-02,0.140797
-1.38661e-02,0.141
-1.38659e-02,0.141
-1.38658e-02,0.140453
-1.38656e-02,0.140445
-1.38654e-02,0.140992
-1.38653e-02,0.141992
-1.38651e-02,0.14282
-1.38650e-02,0.142805
-1.38648e-02,0.143086
-1.38646e-02,0.143828
-1.38645e-02,0.1445
-1.38643e-02,0.14482
-1.38642e-02,0.146055
-1.38640e-02,0.146984
-1.38638e-02,0.146914
-1.38637e-02,0.147609
-1.38635e-02,0.14882
-1.38634e-02,0.149938
-1.38632e-02,0.150969
-1.38630e-02,0.15132
-1.38629e-02,0.152008
-1.38627e-02,0.153516
-1.38626e-02,0.15457
-1.38624e-02,0.155094
-1.38622e-02,0.156
-1.38621e-02,0.156852
-1.38619e-02,0.157672
-1.38618e-02,0.159641
-1.38616e-02,0.160648
-1.38614e-02,0.160531
-1.38613e-02,0.161156
-1.38611e-02,0.162289
-1.38610e-02,0.162953
-1.38608e-02,0.162938
-1.38606e-02,0.163133
-1.38605e-02,0.163078
-1.38603e-02,0.162922
-1.38602e-02,0.162977
-1.38600e-02,0.162789
-1.38598e-02,0.162211
-1.38597e-02,0.1615
-1.38595e-02,0.160703
-1.38594e-02,0.159672
-1.38592e-02,0.158953
-1.38590e-02,0.158891
-1.38589e-02,0.1575
-1.38587e-02,0.156008
-1.38586e-02,0.155039
-1.38584e-02,0.153531
-1.38582e-02,0.152734
-1.38581e-02,0.151672
-1.38579e-02,0.149953
-1.38578e-02,0.149016
-1.38576e-02,0.147922
-1.38574e-02,0.146938
-1.38573e-02,0.146922
-1.38571e-02,0.146328
-1.38570e-02,0.145063
-1.38568e-02,0.144102
-1.38566e-02,0.144477
-1.38565e-02,0.144195
-1.38563e-02,0.144039
-1.38562e-02,0.144641
-1.38560e-02,0.144766
-1.38558e-02,0.144
-1.38557e-02,0.143984
-1.38555e-02,0.143984
-1.38554e-02,0.143828
-1.38552e-02,0.144656
-1.38550e-02,0.144555
-1.38549e-02,0.144719
-1.38547e-02,0.144875
-1.38546e-02,0.145523
-1.38544e-02,0.146578
-1.38542e-02,0.146703
-1.38541e-02,0.146797
-1.38539e-02,0.147023
-1.38538e-02,0.147906
-1.38536e-02,0.148703
-1.38534e-02,0.148813
-1.38533e-02,0.14925
-1.38531e-02,0.149234
-1.38530e-02,0.14907
-1.38528e-02,0.149289
-1.38526e-02,0.150102
-1.38525e-02,0.150195
-1.38523e-02,0.150305
-1.38522e-02,0.150992
-1.38520e-02,0.150992
-1.38518e-02,0.151031
-1.38517e-02,0.151117
-1.38515e-02,0.151523
-1.38514e-02,0.151891
-1.38512e-02,0.152406
-1.38510e-02,0.152766
-1.38509e-02,0.152813
-1.38507e-02,0.152906
-1.38506e-02,0.152898
-1.38504e-02,0.152992
-1.38502e-02,0.152914
-1.38501e-02,0.152672
-1.38499e-02,0.152758
-1.38498e-02,0.152469
-1.38496e-02,0.152609
-1.38494e-02,0.152977
-1.38493e-02,0.152852
-1.38491e-02,0.153
-1.38490e-02,0.152945
-1.38488e-02,0.152586
-1.38486e-02,0.151641
-1.38485e-02,0.151
-1.38483e-02,0.15082
-1.38482e-02,0.149852
-1.38480e-02,0.14925
-1.38478e-02,0.149008
-1.38477e-02,0.147969
-1.38475e-02,0.146836
-1.38474e-02,0.145641
-1.38472e-02,0.144953
-1.38470e-02,0.144945
-1.38469e-02,0.144102
-1.38467e-02,0.142945
-1.38466e-02,0.142836
-1.38464e-02,0.142992
-1.38462e-02,0.141945
-1.38461e-02,0.1405
-1.38459e-02,0.140898
-1.38458e-02,0.141164
-1.38456e-02,0.140828
-1.38454e-02,0.140766
-1.38453e-02,0.140766
-1.38451e-02,0.141
-1.38450e-02,0.141266
-1.38448e-02,0.141742
-1.38446e-02,0.14232
-1.38445e-02,0.143102
-1.38443e-02,0.143453
-1.38442e-02,0.143781
-1.38440e-02,0.144563
-1.38438e-02,0.145227
-1.38437e-02,0.145633
-1.38435e-02,0.146406
-1.38434e-02,0.147156
-1.38432e-02,0.14768
-1.38430e-02,0.148531
-1.38429e-02,0.149211
-1.38427e-02,0.150273
-1.38426e-02,0.151969
-1.38424e-02,0.153063
-1.38422e-02,0.153617
-1.38421e-02,0.154477
-1.38419e-02,0.155016
-1.38418e-02,0.156016
-1.38416e-02,0.15725
-1.38414e-02,0.15825
-1.38413e-02,0.159
-1.38411e-02,0.159602
-1.38410e-02,0.160609
-1.38408e-02,0.161141
-1.38406e-02,0.161141
-1.38405e-02,0.161992
-1.38403e-02,0.162734
-1.38402e-02,0.162742
-1.38400e-02,0.162797
-1.38398e-02,0.162555
-1.38397e-02,0.162711
-1.38395e-02,0.162492
-1.38394e-02,0.161984
-1.38392e-02,0.161453
-1.38390e-02,0.160883
-1.38389e-02,0.159984
-1.38387e-02,0.159117
-1.38386e-02,0.157992
-1.38384e-02,0.156555
-1.38382e-02,0.155758
-1.38381e-02,0.154508
-1.38379e-02,0.153313
-1.38378e-02,0.151992
-1.38376e-02,0.150547
-1.38374e-02,0.14932
-1.38373e-02,0.147813
-1.38371e-02,0.146867
-1.38370e-02,0.145938
-1.38368e-02,0.146117
-1.38366e-02,0.145984
-1.38365e-02,0.144891
-1.38363e-02,0.144883
-1.38362e-02,0.144859
-1.38360e-02,0.144375
-1.38358e-02,0.144445
-1.38357e-02,0.144914
-1.38355e-02,0.144492
-1.38354e-02,0.144461
-1.38352e-02,0.144695
-1.38350e-02,0.14475
-1.38349e-02,0.144789
-1.38347e-02,0.14475
-1.38346e-02,0.145141
-1.38344e-02,0.14518
-1.38342e-02,0.145227
-1.38341e-02,0.146117
-1.38339e-02,0.146336
-1.38338e-02,0.146477
-1.38336e-02,0.147
-1.38334e-02,0.147805
-1.38333e-02,0.148273
-1.38331e-02,0.148164
-1.38330e-02,0.14857
-1.38328e-02,0.148859
-1.38326e-02,0.149328
-1.38325e-02,0.14957
-1.38323e-02,0.150102
-1.38322e-02,0.150875
-1.38320e-02,0.150977
-1.38318e-02,0.150719
-1.38317e-02,0.150758
-1.38315e-02,0.15132
-1.38314e-02,0.151328
-1.38312e-02,0.151438
-1.38310e-02,0.151992
-1.38309e-02,0.151672
-1.38307e-02,0.151391
-1.38306e-02,0.152172
-1.38304e-02,0.152563
-1.38302e-02,0.152633
-1.38301e-02,0.152758
-1.38299e-02,0.152594
-1.38298e-02,0.152594
-1.38296e-02,0.152484
-1.38294e-02,0.152773
-1.38293e-02,0.153102
-1.38291e-02,0.153
-1.38290e-02,0.152578
-1.38288e-02,0.15282
-1.38286e-02,0.153055
-1.38285e-02,0.152594
-1.38283e-02,0.152086
-1.38282e-02,0.15132
-1.38280e-02,0.150961
-1.38278e-02,0.150961
-1.38277e-02,0.149844
-1.38275e-02,0.14857
-1.38274e-02,0.147711
-1.38272e-02,0.14675
-1.38270e-02,0.146766
-1.38269e-02,0.145992
-1.38267e-02,0.144844
-1.38266e-02,0.144742
-1.38264e-02,0.144133
-1.38262e-02,0.143031
-1.38261e-02,0.142664
-1.38259e-02,0.142328
-1.38258e-02,0.14132
-1.38256e-02,0.141094
-1.38254e-02,0.141195
-1.38253e-02,0.140883
-1.38251e-02,0.140883
-1.38250e-02,0.140961
-1.38248e-02,0.140992
-1.38246e-02,0.141008
-1.38245e-02,0.141664
-1.38243e-02,0.142656
-1.38242e-02,0.142992
-1.38240e-02,0.143242
-1.38238e-02,0.143992
-1.38237e-02,0.144625
-1.38235e-02,0.144883
-1.38234e-02,0.145734
-1.38232e-02,0.1465
-1.38230e-02,0.147211
-1.38229e-02,0.147531
-1.38227e-02,0.148086
-1.38226e-02,0.149609
-1.38224e-02,0.150594
-1.38222e-02,0.151258
-1.38221e-02,0.152273
-1.38219e-02,0.153
-1.38218e-02,0.154
-1.38216e-02,0.155016
-1.38214e-02,0.155914
-1.38213e-02,0.157219
-1.38211e-02,0.157516
-1.38210e-02,0.158086
-1.38208e-02,0.15918
-1.38206e-02,0.160094
-1.38205e-02,0.161008
-1.38203e-02,0.161539
-1.38202e-02,0.162328
-1.38200e-02,0.162953
-1.38198e-02,0.162688
-1.38197e-02,0.162742
-1.38195e-02,0.163
-1.38194e-02,0.163
-1.38192e-02,0.162727
-1.38190e-02,0.16193
-1.38189e-02,0.161414
-1.38187e-02,0.161023
-1.38186e-02,0.160523
-1.38184e-02,0.159445
-1.38182e-02,0.158203
-1.38181e-02,0.157266
-1.38179e-02,0.156484
-1.38178e-02,0.155313
-1.38176e-02,0.153656
-1.38174e-02,0.152875
-1.38173e-02,0.151859
-1.38171e-02,0.150688
-1.38170e-02,0.14957
-1.38168e-02,0.1485
-1.38166e-02,0.147766
-1.38165e-02,0.146883
-1.38163e-02,0.145492
-1.38162e-02,0.144758
-1.38160e-02,0.144602
-1.38158e-02,0.144383
-1.38157e-02,0.144242
-1.38155e-02,0.143664
-1.38154e-02,0.143203
-1.38152e-02,0.143078
-1.38150e-02,0.143523
-1.38149e-02,0.144375
-1.38147e-02,0.144563
-1.38146e-02,0.144422
-1.38144e-02,0.144438
-1.38142e-02,0.14457
-1.38141e-02,0.144922
-1.38139e-02,0.145188
-1.38138e-02,0.145445
-1.38136e-02,0.145523
-1.38134e-02,0.146234
-1.38133e-02,0.146984
-1.38131e-02,0.147063
-1.38130e-02,0.147773
-1.38128e-02,0.148445
-1.38126e-02,0.148563
-1.38125e-02,0.148633
-1.38123e-02,0.148992
-1.38122e-02,0.150203
-1.38120e-02,0.151
-1.38118e-02,0.150766
-1.38117e-02,0.150766
-1.38115e-02,0.151195
-1.38114e-02,0.151195
-1.38112e-02,0.151156
-1.38110e-02,0.151617
-1.38109e-02,0.151461
-1.38107e-02,0.151617
-1.38106e-02,0.152117
-1.38104e-02,0.15225
-1.38102e-02,0.151938
-1.38101e-02,0.152188
-1.38099e-02,0.153
-1.38098e-02,0.153
-1.38096e-02,0.153
-1.38094e-02,0.153
-1.38093e-02,0.153
-1.38091e-02,0.152758
-1.38090e-02,0.152852
-1.38088e-02,0.152961
-1.38086e-02,0.152523
-1.38085e-02,0.152656
-1.38083e-02,0.153008
-1.38082e-02,0.152547
-1.38080e-02,0.151539
-1.38078e-02,0.151
-1.38077e-02,0.151
-1.38075e-02,0.150719
-1.38074e-02,0.150289
-1.38072e-02,0.14957
-1.38070e-02,0.148555
-1.38069e-02,0.147563
-1.38067e-02,0.146234
-1.38066e-02,0.145477
-1.38064e-02,0.145039
-1.38062e-02,0.144789
-1.38061e-02,0.144547
-1.38059e-02,0.143531
-1.38058e-02,0.142984
-1.38056e-02,0.142211
-1.38054e-02,0.141266
-1.38053e-02,0.140828
-1.38051e-02,0.140773
-1.38050e-02,0.140906
-1.38048e-02,0.140922
-1.38046e-02,0.141
-1.38045e-02,0.140875
-1.38043e-02,0.141477
-1.38042e-02,0.142141
-1.38040e-02,0.142422
-1.38038e-02,0.142531
-1.38037e-02,0.143234
-1.38035e-02,0.14393
-1.38034e-02,0.144016
-1.38032e-02,0.144469
-1.38030e-02,0.145797
-1.38029e-02,0.146883
-1.38027e-02,0.147133
-1.38026e-02,0.147586
-1.38024e-02,0.148148
-1.38022e-02,0.149531
-1.38021e-02,0.150727
-1.38019e-02,0.151031
-1.38018e-02,0.15118
-1.38016e-02,0.152383
-1.38014e-02,0.153961
-1.38013e-02,0.154719
-1.38011e-02,0.155195
-1.38010e-02,0.156188
-1.38008e-02,0.157344
-1.38006e-02,0.158094
-1.38005e-02,0.159734
-1.38003e-02,0.160789
-1.38002e-02,0.161
-1.38000e-02,0.161695
-1.37998e-02,0.162273
-1.37997e-02,0.162766
-1.37995e-02,0.163219
-1.37994e-02,0.163164
-1.37992e-02,0.162461
-1.37990e-02,0.162516
-1.37989e-02,0.162563
-1.37987e-02,0.162594
-1.37986e-02,0.162219
-1.37984e-02,0.161406
-1.37982e-02,0.160398
-1.37981e-02,0.159305
-1.37979e-02,0.158727
-1.37978e-02,0.157617
-1.37976e-02,0.156242
-1.37974e-02,0.155227
-1.37973e-02,0.154039
-1.37971e-02,0.152844
-1.37970e-02,0.151789
-1.37968e-02,0.150742
-1.37966e-02,0.149508
-1.37965e-02,0.148539
-1.37963e-02,0.14757
-1.37962e-02,0.146586
-1.37960e-02,0.146336
-1.37958e-02,0.145539
-1.37957e-02,0.144977
-1.37955e-02,0.144531
-1.37954e-02,0.1445
-1.37952e-02,0.14468
-1.37950e-02,0.143844
-1.37949e-02,0.143117
-1.37947e-02,0.144
-1.37946e-02,0.144008
-1.37944e-02,0.143766
-1.37942e-02,0.144758
-1.37941e-02,0.145008
-1.37939e-02,0.144953
-1.37938e-02,0.14493
-1.37936e-02,0.14575
-1.37934e-02,0.146055
-1.37933e-02,0.14607
-1.37931e-02,0.146578
-1.37930e-02,0.147242
-1.37928e-02,0.147695
-1.37926e-02,0.147242
-1.37925e-02,0.147781
-1.37923e-02,0.148711
-1.37922e-02,0.14893
-1.37920e-02,0.149414
-1.37918e-02,0.149469
-1.37917e-02,0.149906
-1.37915e-02,0.150828
-1.37914e-02,0.150914
-1.37912e-02,0.15093
-1.37910e-02,0.150992
-1.37909e-02,0.15075
-1.37907e-02,0.150758
-1.37906e-02,0.151227
-1.37904e-02,0.151945
-1.37902e-02,0.151742
-1.37901e-02,0.151695
-1.37899e-02,0.151711
-1.37898e-02,0.152055
-1.37896e-02,0.152789
-1.37894e-02,0.152789
-1.37893e-02,0.152984
-1.37891e-02,0.152969
-1.37890e-02,0.152961
-1.37888e-02,0.1525
-1.37886e-02,0.152398
-1.37885e-02,0.152695
-1.37883e-02,0.152742
-1.37882e-02,0.152695
-1.37880e-02,0.152789
-1.37878e-02,0.152984
-1.37877e-02,0.152852
-1.37875e-02,0.15207
-1.37874e-02,0.150773
-1.37872e-02,0.15057
-1.37870e-02,0.151
-1.37869e-02,0.150352
-1.37867e-02,0.1485
-1.37866e-02,0.147305
-1.37864e-02,0.14693
-1.37862e-02,0.146773
-1.37861e-02,0.146227
-1.37859e-02,0.145234
-1.37858e-02,0.144992
-1.37856e-02,0.143789
-1.37854e-02,0.142789
-1.37853e-02,0.142922
-1.37851e-02,0.142461
-1.37850e-02,0.141523
-1.37848e-02,0.140797
-1.37846e-02,0.140797
-1.37845e-02,0.140438
-1.37843e-02,0.14032
-1.37842e-02,0.140672
-1.37840e-02,0.140781
-1.37838e-02,0.141031
-1.37837e-02,0.142039
-1.37835e-02,0.142844
-1.37834e-02,0.142719
-1.37832e-02,0.143195
-1.37830e-02,0.144328
-1.37829e-02,0.145008
-1.37827e-02,0.144992
-1.37826e-02,0.145711
-1.37824e-02,0.146703
-1.37822e-02,0.147391
-1.37821e-02,0.147977
-1.37819e-02,0.148688
-1.37818e-02,0.150109
-1.37816e-02,0.150992
-1.37814e-02,0.151023
-1.37813e-02,0.152016
-1.37811e-02,0.152992
-1.37810e-02,0.153773
-1.37808e-02,0.155047
-1.37806e-02,0.156133
-1.37805e-02,0.156859
-1.37803e-02,0.157695
-1.37802e-02,0.158695
-1.37800e-02,0.159195
-1.37798e-02,0.160016
-1.37797e-02,0.160563
-1.37795e-02,0.161195
-1.37794e-02,0.162453
-1.37792e-02,0.162789
-1.37790e-02,0.162555
-1.37789e-02,0.162727
-1.37787e-02,0.162664
-1.37786e-02,0.162523
-1.37784e-02,0.162391
-1.37782e-02,0.161719
-1.37781e-02,0.161109
-1.37779e-02,0.160922
-1.37778e-02,0.159961
-1.37776e-02,0.158984
-1.37774e-02,0.158398
-1.37773e-02,0.157414
-1.37771e-02,0.156016
-1.37770e-02,0.154172
-1.37768e-02,0.152727
-1.37766e-02,0.151586
-1.37765e-02,0.1505
-1.37763e-02,0.1495
-1.37762e-02,0.148617
-1.37760e-02,0.147234
-1.37758e-02,0.146578
-1.37757e-02,0.146133
-1.37755e-02,0.145242
-1.37754e-02,0.144828
-1.37752e-02,0.144766
-1.37750e-02,0.144992
-1.37749e-02,0.143594
-1.37747e-02,0.143063
-1.37746e-02,0.144461
-1.37744e-02,0.144555
-1.37742e-02,0.14357
-1.37741e-02,0.143508
-1.37739e-02,0.144266
-1.37738e-02,0.144781
-1.37736e-02,0.145
-1.37734e-02,0.145156
-1.37733e-02,0.145406
-1.37731e-02,0.145336
-1.37730e-02,0.145633
-1.37728e-02,0.146352
-1.37726e-02,0.14682
-1.37725e-02,0.147008
-1.37723e-02,0.147414
-1.37722e-02,0.147875
-1.37720e-02,0.148289
-1.37718e-02,0.148664
-1.37717e-02,0.148859
-1.37715e-02,0.149523
-1.37714e-02,0.14982
-1.37712e-02,0.150133
-1.37710e-02,0.150758
-1.37709e-02,0.150789
-1.37707e-02,0.150797
-1.37706e-02,0.150953
-1.37704e-02,0.151039
-1.37702e-02,0.151133
-1.37701e-02,0.15193
-1.37699e-02,0.152031
-1.37698e-02,0.151992
-1.37696e-02,0.152563
-1.37694e-02,0.152766
-1.37693e-02,0.152781
-1.37691e-02,0.152555
-1.37690e-02,0.152578
-1.37688e-02,0.152617
-1.37686e-02,0.152891
-1.37685e-02,0.153086
-1.37683e-02,0.152977
-1.37682e-02,0.152516
-1.37680e-02,0.152539
-1.37678e-02,0.153008
-1.37677e-02,0.153008
-1.37675e-02,0.152992
-1.37674e-02,0.152461
-1.37672e-02,0.151281
-1.37670e-02,0.150953
-1.37669e-02,0.151141
-1.37667e-02,0.150234
-1.37666e-02,0.149141
-1.37664e-02,0.148906
-1.37662e-02,0.148008
-1.37661e-02,0.147156
-1.37659e-02,0.146867
-1.37658e-02,0.145953
-1.37656e-02,0.14525
-1.37654e-02,0.144516
-1.37653e-02,0.143305
-1.37651e-02,0.142273
-1.37650e-02,0.142477
-1.37648e-02,0.142742
-1.37646e-02,0.141727
-1.37645e-02,0.14107
-1.37643e-02,0.140695
-1.37642e-02,0.140617
-1.37640e-02,0.141
-1.37638e-02,0.140789
-1.37637e-02,0.141359
-1.37635e-02,0.141703
-1.37634e-02,0.142141
-1.37632e-02,0.142828
-1.37630e-02,0.142547
-1.37629e-02,0.1435
-1.37627e-02,0.144766
-1.37626e-02,0.145141
-1.37624e-02,0.145438
-1.37622e-02,0.145789
-1.37621e-02,0.14643
-1.37619e-02,0.147125
-1.37618e-02,0.147844
-1.37616e-02,0.148852
-1.37614e-02,0.149992
-1.37613e-02,0.150719
-1.37611e-02,0.151391
-1.37610e-02,0.152445
-1.37608e-02,0.153211
-1.37606e-02,0.153305
-1.37605e-02,0.154727
-1.37603e-02,0.156391
-1.37602e-02,0.157492
-1.37600e-02,0.158438
-1.37598e-02,0.158703
-1.37597e-02,0.159344
-1.37595e-02,0.16025
-1.37594e-02,0.161242
-1.37592e-02,0.16218
-1.37590e-02,0.162867
-1.37589e-02,0.163016
-1.37587e-02,0.162797
-1.37586e-02,0.162742
-1.37584e-02,0.162727
-1.37582e-02,0.162602
-1.37581e-02,0.162531
-1.37579e-02,0.16175
-1.37578e-02,0.161383
-1.37576e-02,0.161102
-1.37574e-02,0.159766
-1.37573e-02,0.158961
-1.37571e-02,0.157961
-1.37570e-02,0.156789
-1.37568e-02,0.156086
-1.37566e-02,0.154297
-1.37565e-02,0.153
-1.37563e-02,0.152
-1.37562e-02,0.150875
-1.37560e-02,0.150078
-1.37558e-02,0.148375
-1.37557e-02,0.147188
-1.37555e-02,0.146984
-1.37554e-02,0.146523
-1.37552e-02,0.145492
-1.37550e-02,0.144766
-1.37549e-02,0.144828
-1.37547e-02,0.145
-1.37546e-02,0.144922
-1.37544e-02,0.143906
-1.37542e-02,0.143328
-1.37541e-02,0.143586
-1.37539e-02,0.14425
-1.37538e-02,0.144125
-1.37536e-02,0.144109
-1.37534e-02,0.144563
-1.37533e-02,0.144578
-1.37531e-02,0.145008
-1.37530e-02,0.145063
-1.37528e-02,0.145516
-1.37526e-02,0.146258
-1.37525e-02,0.146359
-1.37523e-02,0.146563
-1.37522e-02,0.147203
-1.37520e-02,0.147336
-1.37518e-02,0.147328
-1.37517e-02,0.147828
-1.37515e-02,0.148539
-1.37514e-02,0.149125
-1.37512e-02,0.149438
-1.37510e-02,0.149734
-1.37509e-02,0.150297
-1.37507e-02,0.150516
-1.37506e-02,0.150742
-1.37504e-02,0.151
-1.37502e-02,0.151
-1.37501e-02,0.151086
-1.37499e-02,0.151094
-1.37498e-02,0.151008
-1.37496e-02,0.151367
-1.37494e-02,0.152156
-1.37493e-02,0.151867
-1.37491e-02,0.151719
-1.37490e-02,0.152641
-1.37488e-02,0.153
-1.37486e-02,0.153
-1.37485e-02,0.152945
-1.37483e-02,0.152953
-1.37482e-02,0.152961
-1.37480e-02,0.152945
-1.37478e-02,0.152992
-1.37477e-02,0.153008
-1.37475e-02,0.152773
-1.37474e-02,0.152766
-1.37472e-02,0.152281
-1.37470e-02,0.152047
-1.37469e-02,0.152117
-1.37467e-02,0.151344
-1.37466e-02,0.150992
-1.37464e-02,0.150438
-1.37462e-02,0.149414
-1.37461e-02,0.148977
-1.37459e-02,0.148367
-1.37458e-02,0.147227
-1.37456e-02,0.14568
-1.37454e-02,0.144563
-1.37453e-02,0.144742
-1.37451e-02,0.145008
-1.37450e-02,0.143805
-1.37448e-02,0.142391
-1.37446e-02,0.142469
-1.37445e-02,0.14232
-1.37443e-02,0.141125
-1.37442e-02,0.140547
-1.37440e-02,0.140867
-1.37438e-02,0.141008
-1.37437e-02,0.141008
-1.37435e-02,0.140617
-1.37434e-02,0.14057
-1.37432e-02,0.14118
-1.37430e-02,0.141227
-1.37429e-02,0.141961
-1.37427e-02,0.142508
-1.37426e-02,0.14268
-1.37424e-02,0.144133
-1.37422e-02,0.14493
-1.37421e-02,0.144938
-1.37419e-02,0.145883
-1.37418e-02,0.146852
-1.37416e-02,0.147258
-1.37414e-02,0.147469
-1.37413e-02,0.148172
-1.37411e-02,0.149016
-1.37410e-02,0.149805
-1.37408e-02,0.151727
-1.37406e-02,0.152953
-1.37405e-02,0.153633
-1.37403e-02,0.154617
-1.37402e-02,0.155742
-1.37400e-02,0.156195
-1.37398e-02,0.156203
-1.37397e-02,0.157766
-1.37395e-02,0.159
-1.37394e-02,0.159273
-1.37392e-02,0.160266
-1.37390e-02,0.160977
-1.37389e-02,0.161992
-1.37387e-02,0.162867
-1.37386e-02,0.162859
-1.37384e-02,0.162852
-1.37382e-02,0.162742
-1.37381e-02,0.162664
-1.37379e-02,0.16225
-1.37378e-02,0.16232
-1.37376e-02,0.162094
-1.37374e-02,0.161414
-1.37373e-02,0.160664
-1.37371e-02,0.1595
-1.37370e-02,0.158727
-1.37368e-02,0.157719
-1.37366e-02,0.156711
-1.37365e-02,0.155719
-1.37363e-02,0.154195
-1.37362e-02,0.152953
-1.37360e-02,0.151758
-1.37358e-02,0.150734
-1.37357e-02,0.149875
-1.37355e-02,0.148625
-1.37354e-02,0.147516
-1.37352e-02,0.147039
-1.37350e-02,0.146656
-1.37349e-02,0.145867
-1.37347e-02,0.145234
-1.37346e-02,0.145
-1.37344e-02,0.14475
-1.37342e-02,0.144773
-1.37341e-02,0.144047
-1.37339e-02,0.144031
-1.37338e-02,0.144031
-1.37336e-02,0.143055
-1.37334e-02,0.144016
-1.37333e-02,0.145
-1.37331e-02,0.144758
-1.37330e-02,0.144352
-1.37328e-02,0.144633
-1.37326e-02,0.145031
-1.37325e-02,0.145219
-1.37323e-02,0.14582
-1.37322e-02,0.145695
-1.37320e-02,0.145648
-1.37318e-02,0.146547
-1.37317e-02,0.147992
-1.37315e-02,0.14807
-1.37314e-02,0.147789
-1.37312e-02,0.148898
-1.37310e-02,0.149203
-1.37309e-02,0.149
-1.37307e-02,0.15
-1.37306e-02,0.150961
-1.37304e-02,0.150953
-1.37302e-02,0.151008
-1.37301e-02,0.150992
-1.37299e-02,0.150992
-1.37298e-02,0.151461
-1.37296e-02,0.152039
-1.37294e-02,0.151594
-1.37293e-02,0.151188
-1.37291e-02,0.152
-1.37290e-02,0.151922
-1.37288e-02,0.152063
-1.37286e-02,0.152523
-1.37285e-02,0.152273
-1.37283e-02,0.15268
-1.37282e-02,0.152695
-1.37280e-02,0.15275
-1.37278e-02,0.152641
-1.37277e-02,0.1525
-1.37275e-02,0.152656
-1.37274e-02,0.152797
-1.37272e-02,0.153
-1.37270e-02,0.152797
-1.37269e-02,0.152469
-1.37267e-02,0.15218
-1.37266e-02,0.151758
-1.37264e-02,0.15125
-1.37262e-02,0.150266
-1.37261e-02,0.14932
-1.37259e-02,0.148953
-1.37258e-02,0.148328
-1.37256e-02,0.14725
-1.37254e-02,0.146805
-1.37253e-02,0.146602
-1.37251e-02,0.145602
-1.37250e-02,0.145008
-1.37248e-02,0.144984
-1.37246e-02,0.143977
-1.37245e-02,0.142266
-1.37243e-02,0.141625
-1.37242e-02,0.14157
-1.37240e-02,0.14125
-1.37238e-02,0.141016
-1.37237e-02,0.140977
-1.37235e-02,0.140539
-1.37234e-02,0.140539
-1.37232e-02,0.14068
-1.37230e-02,0.140367
-1.37229e-02,0.141484
-1.37227e-02,0.142805
-1.37226e-02,0.14293
-1.37224e-02,0.142945
-1.37222e-02,0.143227
-1.37221e-02,0.143906
-1.37219e-02,0.144445
-1.37218e-02,0.145023
-1.37216e-02,0.146281
-1.37214e-02,0.147
-1.37213e-02,0.147586
-1.37211e-02,0.148508
-1.37210e-02,0.149195
-1.37208e-02,0.150109
-1.37206e-02,0.151281
-1.37205e-02,0.152352
-1.37203e-02,0.153016
-1.37202e-02,0.153789
-1.37200e-02,0.15493
-1.37198e-02,0.156203
-1.37197e-02,0.156953
-1.37195e-02,0.157016
-1.37194e-02,0.15743
-1.37192e-02,0.158414
-1.37190e-02,0.159398
-1.37189e-02,0.160242
-1.37187e-02,0.161352
-1.37186e-02,0.161805
-1.37184e-02,0.162211
-1.37182e-02,0.162727
-1.37181e-02,0.162656
-1.37179e-02,0.162297
-1.37178e-02,0.162266
-1.37176e-02,0.162813
-1.37174e-02,0.161992
-1.37173e-02,0.161992
-1.37171e-02,0.161414
-1.37170e-02,0.159992
-1.37168e-02,0.15957
-1.37166e-02,0.158875
-1.37165e-02,0.158344
-1.37163e-02,0.157406
-1.37162e-02,0.155375
-1.37160e-02,0.153336
-1.37158e-02,0.152844
-1.37157e-02,0.151828
-1.37155e-02,0.150328
-1.37154e-02,0.149672
-1.37152e-02,0.148297
-1.37150e-02,0.147047
-1.37149e-02,0.146297
-1.37147e-02,0.146219
-1.37146e-02,0.145875
-1.37144e-02,0.144953
-1.37142e-02,0.144781
-1.37141e-02,0.144797
-1.37139e-02,0.144992
-1.37138e-02,0.144445
-1.37136e-02,0.143898
-1.37134e-02,0.144445
-1.37133e-02,0.144547
-1.37131e-02,0.144555
-1.37130e-02,0.145008
-1.37128e-02,0.144586
-1.37126e-02,0.14443
-1.37125e-02,0.145063
-1.37123e-02,0.145508
-1.37122e-02,0.145852
-1.37120e-02,0.146508
-1.37118e-02,0.146961
-1.37117e-02,0.146984
-1.37115e-02,0.146648
-1.37114e-02,0.146719
-1.37112e-02,0.148
-1.37110e-02,0.148844
-1.37109e-02,0.148883
-1.37107e-02,0.149211
-1.37106e-02,0.150039
-1.37104e-02,0.150828
-1.37102e-02,0.151
-1.37101e-02,0.151
-1.37099e-02,0.151
