Model,TBS2204B
Firmware Version,v1.32.139

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-07
Filter Frequency,2e+08
Record Length,200000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH3
3.41616e-03,0.1585
3.41632e-03,0.159219
3.41648e-03,0.159242
3.41664e-03,0.158977
3.41680e-03,0.159875
3.41696e-03,0.160148
3.41712e-03,0.159266
3.41728e-03,0.159
3.41744e-03,0.159
3.41760e-03,0.158922
3.41776e-03,0.158656
3.41792e-03,0.157734
3.41808e-03,0.157
3.41824e-03,0.155992
3.41840e-03,0.154844
3.41856e-03,0.153852
3.41872e-03,0.152992
3.41888e-03,0.152
3.41904e-03,0.150688
3.41920e-03,0.150672
3.41936e-03,0.150211
3.41952e-03,0.148727
3.41968e-03,0.147844
3.41984e-03,0.147344
3.42000e-03,0.14682
3.42016e-03,0.146828
3.42032e-03,0.146234
3.42048e-03,0.14543
3.42064e-03,0.145039
3.42080e-03,0.144469
3.42096e-03,0.144867
3.42112e-03,0.145438
3.42128e-03,0.145234
3.42144e-03,0.145039
3.42160e-03,0.145594
3.42176e-03,0.146008
3.42192e-03,0.146414
3.42208e-03,0.146961
3.42224e-03,0.146977
3.42240e-03,0.147008
3.42256e-03,0.148008
3.42272e-03,0.14882
3.42288e-03,0.149172
3.42304e-03,0.150359
3.42320e-03,0.151281
3.42336e-03,0.151625
3.42352e-03,0.152352
3.42368e-03,0.153711
3.42384e-03,0.154711
3.42400e-03,0.156
3.42416e-03,0.157609
3.42432e-03,0.158383
3.42448e-03,0.159305
3.42464e-03,0.160492
3.42480e-03,0.161555
3.42496e-03,0.162578
3.42512e-03,0.163922
3.42528e-03,0.165453
3.42544e-03,0.166727
3.42560e-03,0.167266
3.42576e-03,0.16793
3.42592e-03,0.168922
3.42608e-03,0.169039
3.42624e-03,0.169266
3.42640e-03,0.170242
3.42656e-03,0.171016
3.42672e-03,0.170773
3.42688e-03,0.170727
3.42704e-03,0.170461
3.42720e-03,0.169219
3.42736e-03,0.168758
3.42752e-03,0.168109
3.42768e-03,0.166852
3.42784e-03,0.166398
3.42800e-03,0.165414
3.42816e-03,0.16375
3.42832e-03,0.162992
3.42848e-03,0.161727
3.42864e-03,0.159727
3.42880e-03,0.159016
3.42896e-03,0.158578
3.42912e-03,0.157563
3.42928e-03,0.156383
3.42944e-03,0.155367
3.42960e-03,0.154789
3.42976e-03,0.153445
3.42992e-03,0.15182
3.43008e-03,0.151195
3.43024e-03,0.150922
3.43040e-03,0.15057
3.43056e-03,0.150023
3.43072e-03,0.149359
3.43088e-03,0.149
3.43104e-03,0.148797
3.43120e-03,0.148297
3.43136e-03,0.148195
3.43152e-03,0.14825
3.43168e-03,0.147773
3.43184e-03,0.147211
3.43200e-03,0.14718
3.43216e-03,0.147453
3.43232e-03,0.147266
3.43248e-03,0.147
3.43264e-03,0.147
3.43280e-03,0.147
3.43296e-03,0.147
3.43312e-03,0.147094
3.43328e-03,0.147109
3.43344e-03,0.147055
3.43360e-03,0.147141
3.43376e-03,0.14718
3.43392e-03,0.147953
3.43408e-03,0.148875
3.43424e-03,0.149188
3.43440e-03,0.149641
3.43456e-03,0.149703
3.43472e-03,0.150242
3.43488e-03,0.150992
3.43504e-03,0.151008
3.43520e-03,0.151008
3.43536e-03,0.151289
3.43552e-03,0.151836
3.43568e-03,0.152141
3.43584e-03,0.152586
3.43600e-03,0.152977
3.43616e-03,0.153031
3.43632e-03,0.153781
3.43648e-03,0.154734
3.43664e-03,0.155
3.43680e-03,0.155
3.43696e-03,0.155977
3.43712e-03,0.156648
3.43728e-03,0.156281
3.43744e-03,0.156617
3.43760e-03,0.1575
3.43776e-03,0.1585
3.43792e-03,0.159008
3.43808e-03,0.159133
3.43824e-03,0.1595
3.43840e-03,0.159555
3.43856e-03,0.15993
3.43872e-03,0.160734
3.43888e-03,0.160461
3.43904e-03,0.159461
3.43920e-03,0.158516
3.43936e-03,0.157969
3.43952e-03,0.157523
3.43968e-03,0.156828
3.43984e-03,0.155961
3.44000e-03,0.155211
3.44016e-03,0.154023
3.44032e-03,0.153023
3.44048e-03,0.152
3.44064e-03,0.151
3.44080e-03,0.150961
3.44096e-03,0.149961
3.44112e-03,0.149133
3.44128e-03,0.148648
3.44144e-03,0.147516
3.44160e-03,0.146797
3.44176e-03,0.146453
3.44192e-03,0.146656
3.44208e-03,0.146
3.44224e-03,0.144742
3.44240e-03,0.144992
3.44256e-03,0.144891
3.44272e-03,0.145055
3.44288e-03,0.145648
3.44304e-03,0.145242
3.44320e-03,0.145055
3.44336e-03,0.145063
3.44352e-03,0.146016
3.44368e-03,0.146961
3.44384e-03,0.146961
3.44400e-03,0.147148
3.44416e-03,0.147227
3.44432e-03,0.147859
3.44448e-03,0.149039
3.44464e-03,0.149969
3.44480e-03,0.150711
3.44496e-03,0.151766
3.44512e-03,0.15275
3.44528e-03,0.153117
3.44544e-03,0.154117
3.44560e-03,0.155516
3.44576e-03,0.156531
3.44592e-03,0.157891
3.44608e-03,0.159359
3.44624e-03,0.160453
3.44640e-03,0.161766
3.44656e-03,0.163289
3.44672e-03,0.164516
3.44688e-03,0.165133
3.44704e-03,0.166078
3.44720e-03,0.167227
3.44736e-03,0.168023
3.44752e-03,0.168734
3.44768e-03,0.169984
3.44784e-03,0.170945
3.44800e-03,0.17075
3.44816e-03,0.170594
3.44832e-03,0.170508
3.44848e-03,0.170367
3.44864e-03,0.169844
3.44880e-03,0.169258
3.44896e-03,0.168813
3.44912e-03,0.168211
3.44928e-03,0.167242
3.44944e-03,0.166031
3.44960e-03,0.164914
3.44976e-03,0.163656
3.44992e-03,0.162766
3.45008e-03,0.161523
3.45024e-03,0.160438
3.45040e-03,0.159672
3.45056e-03,0.158219
3.45072e-03,0.157219
3.45088e-03,0.155617
3.45104e-03,0.154422
3.45120e-03,0.154016
3.45136e-03,0.153234
3.45152e-03,0.152477
3.45168e-03,0.151711
3.45184e-03,0.151242
3.45200e-03,0.151008
3.45216e-03,0.150109
3.45232e-03,0.149352
3.45248e-03,0.149242
3.45264e-03,0.148992
3.45280e-03,0.148977
3.45296e-03,0.148266
3.45312e-03,0.147289
3.45328e-03,0.146992
3.45344e-03,0.147156
3.45360e-03,0.147234
3.45376e-03,0.147016
3.45392e-03,0.146961
3.45408e-03,0.146828
3.45424e-03,0.146813
3.45440e-03,0.146867
3.45456e-03,0.147055
3.45472e-03,0.147109
3.45488e-03,0.146758
3.45504e-03,0.147172
3.45520e-03,0.147914
3.45536e-03,0.147938
3.45552e-03,0.147617
3.45568e-03,0.148531
3.45584e-03,0.149273
3.45600e-03,0.149891
3.45616e-03,0.150438
3.45632e-03,0.150336
3.45648e-03,0.150789
3.45664e-03,0.151227
3.45680e-03,0.151875
3.45696e-03,0.152641
3.45712e-03,0.152992
3.45728e-03,0.152469
3.45744e-03,0.153273
3.45760e-03,0.153828
3.45776e-03,0.153305
3.45792e-03,0.15425
3.45808e-03,0.154953
3.45824e-03,0.155977
3.45840e-03,0.156883
3.45856e-03,0.156648
3.45872e-03,0.156844
3.45888e-03,0.157102
3.45904e-03,0.156953
3.45920e-03,0.157938
3.45936e-03,0.158984
3.45952e-03,0.15875
3.45968e-03,0.158883
3.45984e-03,0.160086
3.46000e-03,0.160109
3.46016e-03,0.159578
3.46032e-03,0.159508
3.46048e-03,0.159336
3.46064e-03,0.159492
3.46080e-03,0.159023
3.46096e-03,0.158469
3.46112e-03,0.157641
3.46128e-03,0.156969
3.46144e-03,0.156016
3.46160e-03,0.155
3.46176e-03,0.154656
3.46192e-03,0.153898
3.46208e-03,0.153227
3.46224e-03,0.151484
3.46240e-03,0.150477
3.46256e-03,0.149844
3.46272e-03,0.148727
3.46288e-03,0.14807
3.46304e-03,0.147211
3.46320e-03,0.146828
3.46336e-03,0.146094
3.46352e-03,0.145773
3.46368e-03,0.145273
3.46384e-03,0.144789
3.46400e-03,0.145203
3.46416e-03,0.145195
3.46432e-03,0.144867
3.46448e-03,0.144758
3.46464e-03,0.145125
3.46480e-03,0.14593
3.46496e-03,0.145898
3.46512e-03,0.145922
3.46528e-03,0.146555
3.46544e-03,0.146711
3.46560e-03,0.146953
3.46576e-03,0.147922
3.46592e-03,0.148859
3.46608e-03,0.149398
3.46624e-03,0.150047
3.46640e-03,0.150805
3.46656e-03,0.152039
3.46672e-03,0.152906
3.46688e-03,0.154008
3.46704e-03,0.154992
3.46720e-03,0.15582
3.46736e-03,0.157836
3.46752e-03,0.158555
3.46768e-03,0.158711
3.46784e-03,0.160359
3.46800e-03,0.162172
3.46816e-03,0.163164
3.46832e-03,0.163961
3.46848e-03,0.165773
3.46864e-03,0.166875
3.46880e-03,0.167539
3.46896e-03,0.168664
3.46912e-03,0.169055
3.46928e-03,0.169633
3.46944e-03,0.17018
3.46960e-03,0.170594
3.46976e-03,0.171227
3.46992e-03,0.171227
3.47008e-03,0.171
3.47024e-03,0.170156
3.47040e-03,0.16918
3.47056e-03,0.168906
3.47072e-03,0.167984
3.47088e-03,0.166609
3.47104e-03,0.16632
3.47120e-03,0.165813
3.47136e-03,0.164047
3.47152e-03,0.162961
3.47168e-03,0.161914
3.47184e-03,0.16018
3.47200e-03,0.159125
3.47216e-03,0.158578
3.47232e-03,0.157625
3.47248e-03,0.155813
3.47264e-03,0.154648
3.47280e-03,0.154344
3.47296e-03,0.153344
3.47312e-03,0.152609
3.47328e-03,0.151883
3.47344e-03,0.150836
3.47360e-03,0.150703
3.47376e-03,0.150977
3.47392e-03,0.150008
3.47408e-03,0.148836
3.47424e-03,0.148555
3.47440e-03,0.148516
3.47456e-03,0.148555
3.47472e-03,0.147852
3.47488e-03,0.147281
3.47504e-03,0.147234
3.47520e-03,0.147055
3.47536e-03,0.147016
3.47552e-03,0.147047
3.47568e-03,0.147039
3.47584e-03,0.146961
3.47600e-03,0.146813
3.47616e-03,0.146602
3.47632e-03,0.147094
3.47648e-03,0.147344
3.47664e-03,0.147273
3.47680e-03,0.147648
3.47696e-03,0.14793
3.47712e-03,0.148039
3.47728e-03,0.148492
3.47744e-03,0.148992
3.47760e-03,0.149445
3.47776e-03,0.150438
3.47792e-03,0.150875
3.47808e-03,0.150789
3.47824e-03,0.150688
3.47840e-03,0.151195
3.47856e-03,0.151977
3.47872e-03,0.152313
3.47888e-03,0.152508
3.47904e-03,0.152664
3.47920e-03,0.152961
3.47936e-03,0.153609
3.47952e-03,0.154492
3.47968e-03,0.154781
3.47984e-03,0.154828
3.48000e-03,0.155063
3.48016e-03,0.155102
3.48032e-03,0.156016
3.48048e-03,0.156898
3.48064e-03,0.156914
3.48080e-03,0.157609
3.48096e-03,0.158563
3.48112e-03,0.158719
3.48128e-03,0.159727
3.48144e-03,0.159977
3.48160e-03,0.159977
3.48176e-03,0.160164
3.48192e-03,0.159203
3.48208e-03,0.158766
3.48224e-03,0.158633
3.48240e-03,0.158641
3.48256e-03,0.157852
3.48272e-03,0.157414
3.48288e-03,0.156695
3.48304e-03,0.155836
3.48320e-03,0.154945
3.48336e-03,0.154109
3.48352e-03,0.153414
3.48368e-03,0.15257
3.48384e-03,0.152023
3.48400e-03,0.151227
3.48416e-03,0.149984
3.48432e-03,0.148438
3.48448e-03,0.147461
3.48464e-03,0.147023
3.48480e-03,0.146922
3.48496e-03,0.145938
3.48512e-03,0.145023
3.48528e-03,0.145313
3.48544e-03,0.145328
3.48560e-03,0.145008
3.48576e-03,0.144992
3.48592e-03,0.144953
3.48608e-03,0.145117
3.48624e-03,0.145242
3.48640e-03,0.1455
3.48656e-03,0.145188
3.48672e-03,0.14532
3.48688e-03,0.146336
3.48704e-03,0.146758
3.48720e-03,0.147945
3.48736e-03,0.148555
3.48752e-03,0.148336
3.48768e-03,0.149023
3.48784e-03,0.150211
3.48800e-03,0.151906
3.48816e-03,0.152156
3.48832e-03,0.152195
3.48848e-03,0.153906
3.48864e-03,0.154945
3.48880e-03,0.156063
3.48896e-03,0.157406
3.48912e-03,0.158383
3.48928e-03,0.159578
3.48944e-03,0.161172
3.48960e-03,0.162594
3.48976e-03,0.163992
3.48992e-03,0.164922
3.49008e-03,0.165844
3.49024e-03,0.167172
3.49040e-03,0.168164
3.49056e-03,0.168938
3.49072e-03,0.16918
3.49088e-03,0.169758
3.49104e-03,0.170164
3.49120e-03,0.170492
3.49136e-03,0.171344
3.49152e-03,0.171406
3.49168e-03,0.170766
3.49184e-03,0.170031
3.49200e-03,0.169266
3.49216e-03,0.168789
3.49232e-03,0.167914
3.49248e-03,0.167008
3.49264e-03,0.165883
3.49280e-03,0.164992
3.49296e-03,0.164
3.49312e-03,0.162313
3.49328e-03,0.161961
3.49344e-03,0.161648
3.49360e-03,0.16
3.49376e-03,0.1585
3.49392e-03,0.157492
3.49408e-03,0.156047
3.49424e-03,0.155047
3.49440e-03,0.154477
3.49456e-03,0.153375
3.49472e-03,0.152148
3.49488e-03,0.151
3.49504e-03,0.150508
3.49520e-03,0.150688
3.49536e-03,0.150852
3.49552e-03,0.149914
3.49568e-03,0.148992
3.49584e-03,0.148875
3.49600e-03,0.148422
3.49616e-03,0.148555
3.49632e-03,0.148703
3.49648e-03,0.148688
3.49664e-03,0.148195
3.49680e-03,0.146852
3.49696e-03,0.14657
3.49712e-03,0.146422
3.49728e-03,0.146516
3.49744e-03,0.146758
3.49760e-03,0.14657
3.49776e-03,0.146836
3.49792e-03,0.147008
3.49808e-03,0.147195
3.49824e-03,0.1475
3.49840e-03,0.1475
3.49856e-03,0.148047
3.49872e-03,0.148852
3.49888e-03,0.148883
3.49904e-03,0.14882
3.49920e-03,0.149938
3.49936e-03,0.151008
3.49952e-03,0.1505
3.49968e-03,0.150484
3.49984e-03,0.151
3.50000e-03,0.151281
3.50016e-03,0.152281
3.50032e-03,0.152805
3.50048e-03,0.152547
3.50064e-03,0.152766
3.50080e-03,0.153102
3.50096e-03,0.153773
3.50112e-03,0.154453
3.50128e-03,0.154813
3.50144e-03,0.15525
3.50160e-03,0.15607
3.50176e-03,0.15675
3.50192e-03,0.156883
3.50208e-03,0.15707
3.50224e-03,0.158008
3.50240e-03,0.158922
3.50256e-03,0.158539
3.50272e-03,0.158641
3.50288e-03,0.160047
3.50304e-03,0.160227
3.50320e-03,0.159945
3.50336e-03,0.159758
3.50352e-03,0.159625
3.50368e-03,0.160422
3.50384e-03,0.159875
3.50400e-03,0.159
3.50416e-03,0.158578
3.50432e-03,0.15832
3.50448e-03,0.157383
3.50464e-03,0.155859
3.50480e-03,0.155234
3.50496e-03,0.154438
3.50512e-03,0.153672
3.50528e-03,0.152383
3.50544e-03,0.15132
3.50560e-03,0.150898
3.50576e-03,0.149938
3.50592e-03,0.149
3.50608e-03,0.148023
3.50624e-03,0.147242
3.50640e-03,0.146719
3.50656e-03,0.145836
3.50672e-03,0.145117
3.50688e-03,0.145508
3.50704e-03,0.145469
3.50720e-03,0.144953
3.50736e-03,0.145039
3.50752e-03,0.144977
3.50768e-03,0.145352
3.50784e-03,0.145383
3.50800e-03,0.145195
3.50816e-03,0.145852
3.50832e-03,0.146383
3.50848e-03,0.146758
3.50864e-03,0.146984
3.50880e-03,0.147281
3.50896e-03,0.148273
3.50912e-03,0.148805
3.50928e-03,0.14932
3.50944e-03,0.150102
3.50960e-03,0.151391
3.50976e-03,0.152719
3.50992e-03,0.153016
3.51008e-03,0.153398
3.51024e-03,0.154516
3.51040e-03,0.156367
3.51056e-03,0.157422
3.51072e-03,0.158148
3.51088e-03,0.159242
3.51104e-03,0.161352
3.51120e-03,0.163336
3.51136e-03,0.164344
3.51152e-03,0.16518
3.51168e-03,0.166094
3.51184e-03,0.167117
3.51200e-03,0.168055
3.51216e-03,0.168852
3.51232e-03,0.169289
3.51248e-03,0.169953
3.51264e-03,0.170664
3.51280e-03,0.171273
3.51296e-03,0.171266
3.51312e-03,0.170922
3.51328e-03,0.170719
3.51344e-03,0.170539
3.51360e-03,0.170203
3.51376e-03,0.169039
3.51392e-03,0.167789
3.51408e-03,0.167016
3.51424e-03,0.165852
3.51440e-03,0.164563
3.51456e-03,0.163906
3.51472e-03,0.163297
3.51488e-03,0.162242
3.51504e-03,0.161328
3.51520e-03,0.159984
3.51536e-03,0.158445
3.51552e-03,0.157461
3.51568e-03,0.15643
3.51584e-03,0.155188
3.51600e-03,0.153758
3.51616e-03,0.152797
3.51632e-03,0.151992
3.51648e-03,0.150953
3.51664e-03,0.150531
3.51680e-03,0.150211
3.51696e-03,0.14968
3.51712e-03,0.149469
3.51728e-03,0.149227
3.51744e-03,0.148281
3.51760e-03,0.14807
3.51776e-03,0.148719
3.51792e-03,0.14793
3.51808e-03,0.147219
3.51824e-03,0.146875
3.51840e-03,0.146352
3.51856e-03,0.146711
3.51872e-03,0.146758
3.51888e-03,0.146383
3.51904e-03,0.146422
3.51920e-03,0.146555
3.51936e-03,0.14707
3.51952e-03,0.147109
3.51968e-03,0.147039
3.51984e-03,0.147227
3.52000e-03,0.147992
3.52016e-03,0.148781
3.52032e-03,0.148586
3.52048e-03,0.148797
3.52064e-03,0.149094
3.52080e-03,0.149898
3.52096e-03,0.150344
3.52112e-03,0.150539
3.52128e-03,0.151
3.52144e-03,0.15118
3.52160e-03,0.151867
3.52176e-03,0.152273
3.52192e-03,0.152539
3.52208e-03,0.152852
3.52224e-03,0.153125
3.52240e-03,0.153242
3.52256e-03,0.153578
3.52272e-03,0.154375
3.52288e-03,0.154813
3.52304e-03,0.155234
3.52320e-03,0.155875
3.52336e-03,0.156625
3.52352e-03,0.157
3.52368e-03,0.157219
3.52384e-03,0.157406
3.52400e-03,0.15818
3.52416e-03,0.159117
3.52432e-03,0.159461
3.52448e-03,0.159523
3.52464e-03,0.159547
3.52480e-03,0.160281
3.52496e-03,0.160797
3.52512e-03,0.160188
3.52528e-03,0.159328
3.52544e-03,0.159
3.52560e-03,0.158836
3.52576e-03,0.158844
3.52592e-03,0.158008
3.52608e-03,0.156938
3.52624e-03,0.156289
3.52640e-03,0.155336
3.52656e-03,0.154445
3.52672e-03,0.153445
3.52688e-03,0.152172
3.52704e-03,0.151172
3.52720e-03,0.150961
3.52736e-03,0.150227
3.52752e-03,0.14875
3.52768e-03,0.148359
3.52784e-03,0.148016
3.52800e-03,0.146727
3.52816e-03,0.145992
3.52832e-03,0.146102
3.52848e-03,0.145898
3.52864e-03,0.145297
3.52880e-03,0.145094
3.52896e-03,0.14493
3.52912e-03,0.144914
3.52928e-03,0.145086
3.52944e-03,0.145117
3.52960e-03,0.145133
3.52976e-03,0.146094
3.52992e-03,0.146992
3.53008e-03,0.146789
3.53024e-03,0.146703
3.53040e-03,0.147469
3.53056e-03,0.148516
3.53072e-03,0.148883
3.53088e-03,0.149289
3.53104e-03,0.150352
3.53120e-03,0.151078
3.53136e-03,0.151852
3.53152e-03,0.153023
3.53168e-03,0.154266
3.53184e-03,0.15507
3.53200e-03,0.155555
3.53216e-03,0.157219
3.53232e-03,0.158734
3.53248e-03,0.159977
3.53264e-03,0.161492
3.53280e-03,0.162602
3.53296e-03,0.164008
3.53312e-03,0.165117
3.53328e-03,0.166031
3.53344e-03,0.166836
3.53360e-03,0.167758
3.53376e-03,0.168781
3.53392e-03,0.169945
3.53408e-03,0.17068
3.53424e-03,0.170758
3.53440e-03,0.170898
3.53456e-03,0.17043
3.53472e-03,0.170891
3.53488e-03,0.171359
3.53504e-03,0.171
3.53520e-03,0.171
3.53536e-03,0.169961
3.53552e-03,0.168453
3.53568e-03,0.167445
3.53584e-03,0.166953
3.53600e-03,0.165836
3.53616e-03,0.163852
3.53632e-03,0.162523
3.53648e-03,0.161523
3.53664e-03,0.160656
3.53680e-03,0.159367
3.53696e-03,0.158633
3.53712e-03,0.157922
3.53728e-03,0.15657
3.53744e-03,0.155328
3.53760e-03,0.154719
3.53776e-03,0.15393
3.53792e-03,0.152656
3.53808e-03,0.151859
3.53824e-03,0.151109
3.53840e-03,0.1505
3.53856e-03,0.149586
3.53872e-03,0.149195
3.53888e-03,0.149203
3.53904e-03,0.148984
3.53920e-03,0.148953
3.53936e-03,0.148281
3.53952e-03,0.147828
3.53968e-03,0.148086
3.53984e-03,0.147313
3.54000e-03,0.146891
3.54016e-03,0.146602
3.54032e-03,0.146469
3.54048e-03,0.146828
3.54064e-03,0.146586
3.54080e-03,0.146758
3.54096e-03,0.147008
3.54112e-03,0.147156
3.54128e-03,0.147297
3.54144e-03,0.147336
3.54160e-03,0.147859
3.54176e-03,0.147719
3.54192e-03,0.147813
3.54208e-03,0.148836
3.54224e-03,0.149125
3.54240e-03,0.150055
3.54256e-03,0.151
3.54272e-03,0.150984
3.54288e-03,0.150984
3.54304e-03,0.151
3.54320e-03,0.151188
3.54336e-03,0.151984
3.54352e-03,0.152172
3.54368e-03,0.152578
3.54384e-03,0.153195
3.54400e-03,0.153523
3.54416e-03,0.154461
3.54432e-03,0.154805
3.54448e-03,0.154883
3.54464e-03,0.154977
3.54480e-03,0.155828
3.54496e-03,0.15643
3.54512e-03,0.156664
3.54528e-03,0.157297
3.54544e-03,0.158203
3.54560e-03,0.158961
3.54576e-03,0.158672
3.54592e-03,0.159641
3.54608e-03,0.16075
3.54624e-03,0.159984
3.54640e-03,0.159234
3.54656e-03,0.160086
3.54672e-03,0.159906
3.54688e-03,0.158891
3.54704e-03,0.158828
3.54720e-03,0.158602
3.54736e-03,0.158766
3.54752e-03,0.157992
3.54768e-03,0.156969
3.54784e-03,0.156969
3.54800e-03,0.155992
3.54816e-03,0.154359
3.54832e-03,0.153359
3.54848e-03,0.151984
3.54864e-03,0.150992
3.54880e-03,0.150523
3.54896e-03,0.14975
3.54912e-03,0.149227
3.54928e-03,0.148516
3.54944e-03,0.147516
3.54960e-03,0.146547
3.54976e-03,0.146195
3.54992e-03,0.146336
3.55008e-03,0.145633
3.55024e-03,0.144453
3.55040e-03,0.144508
3.55056e-03,0.14475
3.55072e-03,0.144766
3.55088e-03,0.145117
3.55104e-03,0.145266
3.55120e-03,0.145297
3.55136e-03,0.145391
3.55152e-03,0.145367
3.55168e-03,0.146109
3.55184e-03,0.147805
3.55200e-03,0.147977
3.55216e-03,0.148055
3.55232e-03,0.149086
3.55248e-03,0.150195
3.55264e-03,0.151
3.55280e-03,0.151008
3.55296e-03,0.151992
3.55312e-03,0.153016
3.55328e-03,0.153828
3.55344e-03,0.155125
3.55360e-03,0.156563
3.55376e-03,0.157797
3.55392e-03,0.158898
3.55408e-03,0.160125
3.55424e-03,0.161766
3.55440e-03,0.163508
3.55456e-03,0.164273
3.55472e-03,0.16575
3.55488e-03,0.166992
3.55504e-03,0.167242
3.55520e-03,0.16825
3.55536e-03,0.169242
3.55552e-03,0.169602
3.55568e-03,0.17032
3.55584e-03,0.170922
3.55600e-03,0.171234
3.55616e-03,0.171375
3.55632e-03,0.171219
3.55648e-03,0.171172
3.55664e-03,0.170578
3.55680e-03,0.170281
3.55696e-03,0.169742
3.55712e-03,0.168555
3.55728e-03,0.167469
3.55744e-03,0.166398
3.55760e-03,0.165258
3.55776e-03,0.164109
3.55792e-03,0.163352
3.55808e-03,0.162266
3.55824e-03,0.160633
3.55840e-03,0.159453
3.55856e-03,0.158945
3.55872e-03,0.15782
3.55888e-03,0.156398
3.55904e-03,0.155266
3.55920e-03,0.154492
3.55936e-03,0.153648
3.55952e-03,0.152828
3.55968e-03,0.151828
3.55984e-03,0.15075
3.56000e-03,0.150766
3.56016e-03,0.150195
3.56032e-03,0.149219
3.56048e-03,0.149023
3.56064e-03,0.149
3.56080e-03,0.148016
3.56096e-03,0.147078
3.56112e-03,0.147063
3.56128e-03,0.146891
3.56144e-03,0.146672
3.56160e-03,0.146719
3.56176e-03,0.146938
3.56192e-03,0.146836
3.56208e-03,0.146609
3.56224e-03,0.146547
3.56240e-03,0.146695
3.56256e-03,0.14693
3.56272e-03,0.147008
3.56288e-03,0.146992
3.56304e-03,0.147281
3.56320e-03,0.147609
3.56336e-03,0.148133
3.56352e-03,0.148828
3.56368e-03,0.149008
3.56384e-03,0.148992
3.56400e-03,0.149547
3.56416e-03,0.150531
3.56432e-03,0.150789
3.56448e-03,0.150789
3.56464e-03,0.151391
3.56480e-03,0.151391
3.56496e-03,0.151711
3.56512e-03,0.152508
3.56528e-03,0.152797
3.56544e-03,0.15307
3.56560e-03,0.153305
3.56576e-03,0.153641
3.56592e-03,0.154148
3.56608e-03,0.154758
3.56624e-03,0.155039
3.56640e-03,0.155516
3.56656e-03,0.156477
3.56672e-03,0.156992
3.56688e-03,0.157195
3.56704e-03,0.158008
3.56720e-03,0.158188
3.56736e-03,0.158516
3.56752e-03,0.15907
3.56768e-03,0.159953
3.56784e-03,0.16025
3.56800e-03,0.159797
3.56816e-03,0.160133
3.56832e-03,0.160117
3.56848e-03,0.159672
3.56864e-03,0.158859
3.56880e-03,0.158547
3.56896e-03,0.158336
3.56912e-03,0.157523
3.56928e-03,0.156648
3.56944e-03,0.156609
3.56960e-03,0.156102
3.56976e-03,0.15482
3.56992e-03,0.153875
3.57008e-03,0.152219
3.57024e-03,0.151
3.57040e-03,0.150711
3.57056e-03,0.149844
3.57072e-03,0.148969
3.57088e-03,0.148227
3.57104e-03,0.147234
3.57120e-03,0.146492
3.57136e-03,0.146375
3.57152e-03,0.145773
3.57168e-03,0.145305
3.57184e-03,0.145359
3.57200e-03,0.144906
3.57216e-03,0.144789
3.57232e-03,0.145156
3.57248e-03,0.145195
3.57264e-03,0.145
3.57280e-03,0.145281
3.57296e-03,0.146063
3.57312e-03,0.146281
3.57328e-03,0.146414
3.57344e-03,0.14707
3.57360e-03,0.147727
3.57376e-03,0.148461
3.57392e-03,0.148875
3.57408e-03,0.15
3.57424e-03,0.150992
3.57440e-03,0.151203
3.57456e-03,0.151992
3.57472e-03,0.153625
3.57488e-03,0.154852
3.57504e-03,0.15507
3.57520e-03,0.15607
3.57536e-03,0.157914
3.57552e-03,0.159727
3.57568e-03,0.161031
3.57584e-03,0.162086
3.57600e-03,0.162984
3.57616e-03,0.163711
3.57632e-03,0.165547
3.57648e-03,0.166813
3.57664e-03,0.166977
3.57680e-03,0.168375
3.57696e-03,0.17025
3.57712e-03,0.171
3.57728e-03,0.171
3.57744e-03,0.171047
3.57760e-03,0.171555
3.57776e-03,0.171953
3.57792e-03,0.171438
3.57808e-03,0.171273
3.57824e-03,0.171039
3.57840e-03,0.170344
3.57856e-03,0.169531
3.57872e-03,0.168141
3.57888e-03,0.166961
3.57904e-03,0.165953
3.57920e-03,0.16518
3.57936e-03,0.164602
3.57952e-03,0.163352
3.57968e-03,0.162258
3.57984e-03,0.160594
3.58000e-03,0.159063
3.58016e-03,0.157789
3.58032e-03,0.156594
3.58048e-03,0.156375
3.58064e-03,0.155328
3.58080e-03,0.153883
3.58096e-03,0.153141
3.58112e-03,0.152813
3.58128e-03,0.151828
3.58144e-03,0.150805
3.58160e-03,0.150789
3.58176e-03,0.150289
3.58192e-03,0.149289
3.58208e-03,0.148977
3.58224e-03,0.148961
3.58240e-03,0.148977
3.58256e-03,0.147992
3.58272e-03,0.146992
3.58288e-03,0.147211
3.58304e-03,0.146727
3.58320e-03,0.146828
3.58336e-03,0.147266
3.58352e-03,0.147172
3.58368e-03,0.147188
3.58384e-03,0.146781
3.58400e-03,0.14682
3.58416e-03,0.14693
3.58432e-03,0.14707
3.58448e-03,0.147102
3.58464e-03,0.147969
3.58480e-03,0.148234
3.58496e-03,0.147883
3.58512e-03,0.14843
3.58528e-03,0.148781
3.58544e-03,0.149023
3.58560e-03,0.1495
3.58576e-03,0.150273
3.58592e-03,0.150797
3.58608e-03,0.151008
3.58624e-03,0.151695
3.58640e-03,0.152273
3.58656e-03,0.152398
3.58672e-03,0.152828
